2014,1,14236.8949842453,2450.17996877432
2014,2,4519.89195883274,862.300012350082
2014,3,55691.0094711781,498.720014840364
2014,4,28295.344894886,3488.86003303528
2014,5,23648.2868702412,2738.74000123143
2014,6,34595.1274838448,4976.5599386692
2014,7,33946.3927909136,-841.459878444672
2014,8,27909.4681773186,5318.10996815562
2014,9,81777.3513105512,8328.07999272645
2014,10,31453.3927481174,3448.22994401678
2014,11,78628.7165292501,9292.15004178882
2014,12,69545.6202806234,8983.59004674107
2015,1,18174.0755178928,-3280.97008162737
2015,2,11951.4109165668,2813.84001851082
2015,3,38726.25218153,9732.06989204884
2015,4,34195.2084971666,4187.52995367348
2015,5,30131.6868264675,4667.82996281981
2015,6,24797.2919781804,3335.55997183919
2015,7,28765.3249256611,3288.70998439193
2015,8,36898.3321795464,5355.82005575299
2015,9,64595.9182552099,8209.16986039281
2015,10,31404.923363924,2817.36998534203
2015,11,75972.5631457567,12474.7999598235
2015,12,74919.5215156078,8016.95992393419
2016,1,18542.4910029173,2824.81998664141
2016,2,22978.8151884079,5004.58997404575
2016,3,51715.8751164675,3611.97991198301
2016,4,38750.0386896133,2977.8800213933
2016,5,56987.7272846699,8662.08997146785
2016,6,40344.5338503718,4750.32997655869
2016,7,39261.9630224705,4432.90000133216
2016,8,31115.3742319345,2062.05000223219
2016,9,73410.024766922,9328.68009984493
2016,10,59687.74467659,16243.2204398811
2016,11,79411.9655240774,4011.44983291626
2016,12,96999.0428646803,17885.2801008523
2017,1,43971.3735375404,7140.44996660203
2017,2,20301.1333481073,1613.89000213146
2017,3,58872.3525214195,14751.8699579835
2017,4,36521.5361158848,933.300014585257
2017,5,44261.1099559069,6342.69994243979
2017,6,52981.725668788,8223.41990712285
2017,7,45264.415922761,6952.60000129789
2017,8,63120.8877636194,9041.09004926682
2017,9,87866.6517419815,10991.5699094087
2017,10,77776.9230260849,9275.37993815541
2017,11,118447.824670434,9690.10013371706
2017,12,83829.318554163,8483.40003608167
